hoja,seccion,columna_excel,encabezado_principal,encabezado_sub,campo_destino,tipo_dato,descripcion
A23,J,K,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A23,J,M,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A23,J,O,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A23,J,Q,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A23,J,S,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A23,J,U,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A23,J,W,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A23,J,Y,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A23,J,AA,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A23,J,AC,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A23,J,AE,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A23,J,AG,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A23,J,AI,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A23,J,AK,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A23,J,AM,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A23,K,A,DESTINO,,destino,entero,
A23,K,B,TOTAL,,total,entero,
A23,K,E,RANGO ETARIO Y SEXO,Menor de 1 año,rango_etario_y_sexo_menor_de_1_ano,entero,
A23,K,G,,"1 - 4 
años",rango_etario_y_sexo_1_4_anos,entero,
A23,K,I,,"5 - 9 
años",rango_etario_y_sexo_5_9_anos,entero,
A23,K,K,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A23,K,M,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A23,K,O,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A23,K,Q,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A23,K,S,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A23,K,U,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A23,K,W,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A23,K,Y,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A23,K,AA,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A23,K,AC,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A23,K,AE,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A23,K,AG,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A23,K,AI,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A23,K,AK,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A23,K,AM,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A23,L,A,DIAGNÓSTICOS,,diagnosticos,texto,
A23,L,B,TOTAL,,total,entero,
A23,L,E,RANGO ETARIO Y SEXO,Menor de 1 año,rango_etario_y_sexo_menor_de_1_ano,entero,
A23,L,G,,"1 - 4 
años",rango_etario_y_sexo_1_4_anos,entero,
A23,L,I,,"5 - 9 
años",rango_etario_y_sexo_5_9_anos,entero,
A23,L,K,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A23,L,M,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A23,L,O,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A23,L,Q,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A23,L,S,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A23,L,U,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A23,L,W,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A23,L,Y,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A23,L,AA,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A23,L,AC,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A23,L,AE,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A23,L,AG,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A23,L,AI,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A23,L,AK,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A23,L,AM,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A23,L,AO,Por Campaña de Invierno,,por_campana_de_invierno,entero,
A23,M.1,A,DESTINO,,destino,entero,
A23,M.1,B,TOTAL,,total,entero,
A23,M.1,E,RANGO ETARIO Y SEXO,Menor de 1 año,rango_etario_y_sexo_menor_de_1_ano,entero,
A23,M.1,G,,"1 - 4 
años",rango_etario_y_sexo_1_4_anos,entero,
A23,M.1,I,,"5 - 9 
años",rango_etario_y_sexo_5_9_anos,entero,
A23,M.1,K,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A23,M.1,M,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A23,M.1,O,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A23,M.1,Q,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A23,M.1,S,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A23,M.1,U,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A23,M.1,W,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A23,M.1,Y,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A23,M.1,AA,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A23,M.1,AC,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A23,M.1,AE,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A23,M.1,AG,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A23,M.1,AI,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A23,M.1,AK,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A23,M.1,AM,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A23,M.2,A,TEMAS,Educación integral en salud respiratoria,temas_educacion_integral_en_salud_respiratoria,entero,
A23,M.2,B,,"Pacientes, padres o cuidadores",temas_pacientes_padres_o_cuidadores,entero,
A23,M.2,C,Nº Sesiones,0,no_sesiones_0,entero,
A23,M.2,D,Nº Participantes,0,no_participantes_0,entero,
A23,N,A,CONCEPTOS,,conceptos,entero,
A23,N,B,TOTAL,,total,entero,
A23,N,E,RANGO ETARIO Y SEXO,Menor de 1 año,rango_etario_y_sexo_menor_de_1_ano,entero,
A23,N,G,,"1 - 4 
años",rango_etario_y_sexo_1_4_anos,entero,
A23,N,I,,"5 - 9 
años",rango_etario_y_sexo_5_9_anos,entero,
A23,N,K,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A23,N,M,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A23,N,O,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A23,N,Q,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A23,N,S,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A23,N,U,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A23,N,W,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A23,N,Y,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A23,N,AA,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A23,N,AC,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A23,N,AE,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A23,N,AG,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A23,N,AI,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A23,N,AK,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A23,N,AM,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A23,O,A,ACTIVIDADES,Rehabilitación pulmonar,actividades_rehabilitacion_pulmonar,texto,
A23,O,B,,Sesiones educativas,actividades_sesiones_educativas,entero,
A23,O,C,TOTAL DE ACTIVIDADES,0,total_de_actividades_0,texto,
A23,O,D,EPOC A,0,epoc_a_0,entero,
A23,O,E,EPOC B,0,epoc_b_0,entero,
A23,O,F,Asma,0,asma_0,entero,
A23,O,G,Otros,0,otros_0,entero,
A23,P,A,ACTIVIDADES,,actividades,texto,
A23,P,C,TOTAL,,total,entero,
A23,P,F,RANGO ETARIO Y SEXO,Menor de 15 años,rango_etario_y_sexo_menor_de_15_anos,entero,
A23,P,H,,15 - 64 años,rango_etario_y_sexo_15_64_anos,entero,
A23,P,J,,65 y más años,rango_etario_y_sexo_65_y_mas_anos,entero,
A23,Q,A,DIAGNÓSTICO,,diagnostico,texto,
A23,Q,C,ENCUESTAS REALIZADAS,,encuestas_realizadas,entero,
A23,Q,D,TOTAL,,total,entero,
A23,Q,G,RANGO ETARIO Y SEXO,Menor de 1 año,rango_etario_y_sexo_menor_de_1_ano,entero,
A23,Q,I,,"1 - 4 
años",rango_etario_y_sexo_1_4_anos,entero,
A23,Q,K,,"5 - 9 
años",rango_etario_y_sexo_5_9_anos,entero,
A23,Q,M,,10 - 14 años,rango_etario_y_sexo_10_14_anos,entero,
A23,Q,O,,15 - 19 años,rango_etario_y_sexo_15_19_anos,entero,
A23,Q,Q,,20 - 24 años,rango_etario_y_sexo_20_24_anos,entero,
A23,Q,S,,25 - 29 años,rango_etario_y_sexo_25_29_anos,entero,
A23,Q,U,,30 - 34 años,rango_etario_y_sexo_30_34_anos,entero,
A23,Q,W,,35 - 39 años,rango_etario_y_sexo_35_39_anos,entero,
A23,Q,Y,,40 - 44 años,rango_etario_y_sexo_40_44_anos,entero,
A23,Q,AA,,45 - 49 años,rango_etario_y_sexo_45_49_anos,entero,
A23,Q,AC,,50 - 54 años,rango_etario_y_sexo_50_54_anos,entero,
A23,Q,AE,,55 - 59 años,rango_etario_y_sexo_55_59_anos,entero,
A23,Q,AG,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A23,Q,AI,,65 - 69 años,rango_etario_y_sexo_65_69_anos,entero,
A23,Q,AK,,70 - 74 años,rango_etario_y_sexo_70_74_anos,entero,
A23,Q,AM,,75 - 79 años,rango_etario_y_sexo_75_79_anos,entero,
A23,Q,AO,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A26,A,A,CONCEPTOS,Familia con niño prematuro,conceptos_familia_con_nino_prematuro,entero,
A26,A,C,TOTAL,0,total_0,entero,
A26,A,D,Un Profesional,0,un_profesional_0,texto,
A26,A,E,Dos o Más Profesionales,0,dos_o_mas_profesionales_0,texto,
A26,A,F,Un Profesional y Un Técnico En Enfermería,0,un_profesional_y_un_tecnico_en_enfermeria_0,texto,
A26,A,G,Técnico En Enfermería,0,tecnico_en_enfermeria_0,entero,
A26,A,H,Facilitador/a Intercultural Pueblos Originarios,0,facilitador_a_intercultural_pueblos_originarios_0,entero,
A26,A,I,Agente Comunitario,0,agente_comunitario_0,entero,
A26,A,J,Primera Visita,0,primera_visita_0,entero,
A26,A,K,Segunda Visita,0,segunda_visita_0,entero,
A26,A,L,Tercera o Más Visitas De Seguimiento,0,tercera_o_mas_visitas_de_seguimiento_0,entero,
A26,A,M,Programa de Acompañamiento Psicosocial en APS,,programa_de_acompanamiento_psicosocial_en_aps,entero,
A26,A,N,Pueblos Originarios,0,pueblos_originarios_0,entero,
A26,A,O,Migrantes,0,migrantes_0,entero,
A26,A,P,Espacios Amigables/ Adolescente,0,espacios_amigables_adolescente_0,entero,
A26,A,Q,Gestante con 3 o más riesgos,,gestante_con_3_o_mas_riesgos,entero,
A26,A,R,"Niños, Niñas, Adolescentes y Jóvenes SENAME",0,ninos_ninas_adolescentes_y_jovenes_sename_0,entero,
A26,A,S,"Niños, niñas, Adolescentes y Jóvenes Mejor Niñez",0,ninos_ninas_adolescentes_y_jovenes_mejor_ninez_0,entero,
A26,A,BZ,,0,0,entero,
A26,A,CB,,0,0,entero,
A26,A,CC,,0,0,entero,
A26,A,CD,,0,0,entero,
A26,A,CF,,0,0,entero,
A26,A,CG,,0,0,entero,
A26,A.1,A,CONCEPTOS,"A personas con dependencia severa en programa, por condiciones asociadas a dependencia severa",conceptos_a_personas_con_dependencia_severa_en_programa_por_con,entero,
A26,A.1,B,,Familia con integrante con dependencia severa con diagnóstico de demencia,conceptos_familia_con_integrante_con_dependencia_severa_con_dia,texto,
A26,A.1,C,Visita de Ingreso al PADDS,5,visita_de_ingreso_al_padds_5,entero,
A26,A.1,D,Primera visita anual,9,primera_visita_anual_9,entero,
A26,A.1,E,Segunda visita anual,2,segunda_visita_anual_2,entero,
A26,A.1,F,Tercera o más visitas de seguimiento anual,0,tercera_o_mas_visitas_de_seguimiento_anual_0,entero,
A26,A.1,G,Elaboración Plan Cuidado Integral a persona con dependencia severa,5,elaboracion_plan_cuidado_integral_a_persona_con_dependencia_sev,entero,
A26,A.1,H,Evaluación y actualización plan de cuidados a personas con dependencia severa,11,evaluacion_y_actualizacion_plan_de_cuidados_a_personas_con_depe,entero,
A26,A.1,I,Elaboración plan de cuidados a cuidador,5,elaboracion_plan_de_cuidados_a_cuidador_5,entero,
A26,A.1,J,Evaluación y actualización plan de cuidados a cuidador,11,evaluacion_y_actualizacion_plan_de_cuidados_a_cuidador_11,entero,
A26,A.1,K,Migrantes,0,migrantes_0,entero,
A26,A.1,L,Pueblos originarios,0,pueblos_originarios_0,entero,
A26,A.1,M,Población en ECICEP,1,poblacion_en_ecicep_1,entero,
A26,A.1,N,Población ELEAM o institucionalizada,0,poblacion_eleam_o_institucionalizada_0,entero,
A26,A.1,BZ,,0,0,entero,
A26,A.1,CA,,0,0,entero,
A26,A.1,CB,,0,0,entero,
A26,A.1,CC,,0,0,entero,
A26,B,A,CONCEPTOS,Visita epidemiológica,conceptos_visita_epidemiologica,entero,
A26,B,C,TOTAL,0,total_0,entero,
A26,B,D,Un Profesional,0,un_profesional_0,texto,
A26,B,E,"Dos o Más 
Profesionales",0,dos_o_mas_profesionales_0,texto,
A26,B,F,"Un Profesional y 
un Técnico En Enfermería",0,un_profesional_y_un_tecnico_en_enfermeria_0,texto,
A26,B,G,Técnico En Enfermería,,tecnico_en_enfermeria,entero,
A26,B,H,Facilitador/a Intercultural Pueblos Originarios,0,facilitador_a_intercultural_pueblos_originarios_0,entero,
A26,B,I,Agente Comunitario,0,agente_comunitario_0,entero,
A26,B,J,Pueblos Originarios,0,pueblos_originarios_0,entero,
A26,B,K,Migrantes,0,migrantes_0,entero,
A26,B,L,"Niños, Niñas, Adolescentes Y Jóvenes Población SENAME",0,ninos_ninas_adolescentes_y_jovenes_poblacion_sename_0,entero,
A26,B,M,"Niños, Niñas, Adolescentes Y Jóvenes Mejor Niñez",0,ninos_ninas_adolescentes_y_jovenes_mejor_ninez_0,entero,
A26,B,BZ,,0,0,entero,
A26,B,CA,,0,0,entero,
A26,B,CB,,0,0,entero,
A26,B,CC,,0,0,entero,
A26,C,A,TIPO DE DEPENDENCIA,,tipo_de_dependencia,texto,
A26,C,C,PROFESIONALES QUE PARTICIPAN EN LA VISITA DE TRATAMIENTO,N° DE VISITAS REALIZADAS,profesionales_que_participan_en_la_visita_de_tratamiento_ndeg_d,texto,
A26,C,D,,TOTAL,profesionales_que_participan_en_la_visita_de_tratamiento_total,entero,
A26,C,E,,Médico/a,profesionales_que_participan_en_la_visita_de_tratamiento_medico,entero,
A26,C,F,,Odontólogo/a,profesionales_que_participan_en_la_visita_de_tratamiento_odonto,entero,
A26,C,G,,Químico/a Farmacéutico/a,profesionales_que_participan_en_la_visita_de_tratamiento_quimic,entero,
A26,C,H,,Enfermero/a,profesionales_que_participan_en_la_visita_de_tratamiento_enferm,entero,
A26,C,I,,Kinesiólogo/a,profesionales_que_participan_en_la_visita_de_tratamiento_kinesi,entero,
A26,C,J,,Terapeuta Ocupacional,profesionales_que_participan_en_la_visita_de_tratamiento_terape,entero,
A26,C,K,,Fonoaudiólogo/a,profesionales_que_participan_en_la_visita_de_tratamiento_fonoau,entero,
A26,C,L,,Psicólogo/a,profesionales_que_participan_en_la_visita_de_tratamiento_psicol,entero,
A26,C,M,,Nutricionista,profesionales_que_participan_en_la_visita_de_tratamiento_nutric,entero,
A26,C,N,,Trabajador/a Social,profesionales_que_participan_en_la_visita_de_tratamiento_trabaj,entero,
A26,C,O,,Técnico en Enfermería,profesionales_que_participan_en_la_visita_de_tratamiento_tecnic,entero,
A26,C,P,,Otro,profesionales_que_participan_en_la_visita_de_tratamiento_otro,entero,
A26,C,Q,Pueblos Originarios,,pueblos_originarios,entero,
A26,C,R,Migrantes,,migrantes,entero,
A26,C,S,Población en ECICEP,,poblacion_en_ecicep,entero,
A26,C,T,Población ELEAM o Institucionalizada,,poblacion_eleam_o_institucionalizada,entero,
A26,C,U,Atención nutricional a personas con NED,,atencion_nutricional_a_personas_con_ned,entero,
A26,D,A,RANGO ETARIO,,rango_etario,entero,
A26,D,C,RESCATE EN DOMICILIO,TOTAL,rescate_en_domicilio_total,entero,
A26,D,D,,Funcionario,rescate_en_domicilio_funcionario,entero,
A26,D,G,,Compra de servicio (*),rescate_en_domicilio_compra_de_servicio,texto,
A26,D,H,RESCATE TELEFÓNICO,,rescate_telefonico,entero,
A26,E,A,GRUPOS,,grupos,entero,
A26,E,B,TOTAL VISITAS,,total_visitas,entero,
A26,E,C,RANGO ETARIO,0 - 4 años,rango_etario_0_4_anos,entero,
A26,E,D,,5 - 9 años,rango_etario_5_9_anos,entero,
A26,E,E,,10 - 14 años,rango_etario_10_14_anos,entero,
A26,E,F,,15 - 19 años,rango_etario_15_19_anos,entero,
A26,E,G,,20 - 24 años,rango_etario_20_24_anos,entero,
A26,F,A,CONCEPTO,Establecimiento educacional,concepto_establecimiento_educacional,texto,
A26,F,B,Total Visitas 5 a 9 Años,0,total_visitas_5_a_9_anos_0,entero,
A26,F,C,N° de Niños/as Visitados 5 a 9 Años,0,ndeg_de_ninos_as_visitados_5_a_9_anos_0,entero,
A26,G,A,ACTIVIDADES,,actividades,texto,
A26,G,B,TOTAL,,total,entero,
A26,G,C,CONTROLES DE ESPECIALIDAD RESUELTOS POR VISITAS DOMICILIARIAS,RANGO ETARIO,controles_de_especialidad_resueltos_por_visitas_domiciliarias_r,entero,
A26,G,T,SEXO,,sexo,entero,
A26,H,A,TIPO DE OPERATIVO,,tipo_de_operativo,texto,
A26,H,B,N° OPERATIVOS,,ndeg_operativos,entero,
A26,H,C,TOTAL,,total,entero,
A26,H,F,RANGO ETARIO Y SEXO,0 - 14 años,rango_etario_y_sexo_0_14_anos,entero,
A26,H,H,,15 - 29 años,rango_etario_y_sexo_15_29_anos,entero,
A26,H,J,,30 - 44 años,rango_etario_y_sexo_30_44_anos,entero,
A26,H,L,,45 - 59 años,rango_etario_y_sexo_45_59_anos,entero,
A26,H,N,,60 - 64 años,rango_etario_y_sexo_60_64_anos,entero,
A26,H,P,,65 - 79 años,rango_etario_y_sexo_65_79_anos,entero,
A26,H,R,,80 y más años,rango_etario_y_sexo_80_y_mas_anos,entero,
A27,A,A,ÁREAS TEMÁTICAS DE PREVENCIÓN,,areas_tematicas_de_prevencion,entero,
A27,A,D,TOTAL,,total,entero,
A27,A,E,"Madre, Padre o Cuidador de:",Menos de 1 año,madre_padre_o_cuidador_de_menos_de_1_ano,entero,
A27,A,F,,Niños 12 - 23 meses,madre_padre_o_cuidador_de_ninos_12_23_meses,entero,
A27,A,G,,Niños de 2 - 5 años,madre_padre_o_cuidador_de_ninos_de_2_5_anos,entero,
A27,A,H,,Niños de 6 - 9 años,madre_padre_o_cuidador_de_ninos_de_6_9_anos,entero,
A27,A,I,,Niños de 10 - 14 años,madre_padre_o_cuidador_de_ninos_de_10_14_anos,entero,
A27,A,J,RANGO ETARIO,10 - 14 años,rango_etario_10_14_anos,entero,
A27,A,K,,15 - 19 años,rango_etario_15_19_anos,entero,
A27,A,L,,20 - 24 años,rango_etario_20_24_anos,entero,
A27,A,M,,25 - 29 años,rango_etario_25_29_anos,entero,
A27,A,N,,30 - 34 años,rango_etario_30_34_anos,entero,
A27,A,O,,35 - 39 años,rango_etario_35_39_anos,entero,
A27,A,P,,40 - 44 años,rango_etario_40_44_anos,entero,
A27,A,Q,,45 - 49 años,rango_etario_45_49_anos,entero,
A27,A,R,,50 - 54 años,rango_etario_50_54_anos,entero,
A27,A,S,,55 - 59 años,rango_etario_55_59_anos,entero,
A27,A,T,,60 - 64 años,rango_etario_60_64_anos,entero,
A27,A,U,,65 - 69 años,rango_etario_65_69_anos,entero,
A27,A,V,,70 - 74 años,rango_etario_70_74_anos,entero,
A27,A,W,,75 - 79 años,rango_etario_75_79_anos,entero,
A27,A,X,,80 y más años,rango_etario_80_y_mas_anos,entero,
A27,A,Y,Gestantes,APS,gestantes_aps,entero,
A27,A,Z,,Nivel Secundario,gestantes_nivel_secundario,entero,
A27,A,AA,,Nivel Terciario,gestantes_nivel_terciario,entero,
A27,A,AB,Familias en Riesgo,,familias_en_riesgo,entero,
A27,A,AC,Pueblos Originarios,,pueblos_originarios,entero,
A27,A,AD,Migrantes,,migrantes,entero,
A27,A,AE,Espacios Amigables/ Adolescentes,,espacios_amigables_adolescentes,entero,
A27,A,AF,TRANS,Masculino,trans_masculino,entero,
A27,A,AG,,Femenino,trans_femenino,entero,
A27,A,AH,"Niños, niñas, adolescentes y jóvenes SENAME",,ninos_ninas_adolescentes_y_jovenes_sename,entero,
A27,B,A,ÁREAS TEMÁTICAS DE PREVENCIÓN,Educación en grupo,areas_tematicas_de_prevencion_educacion_en_grupo,entero,
A27,B,B,,Estimulación desarrollo psicomotor,areas_tematicas_de_prevencion_estimulacion_desarrollo_psicomoto,entero,
A27,B,D,TOTAL,0,total_0,entero,
A27,B,E,Un profesional,0,un_profesional_0,texto,
A27,B,F,Dos o más profesionales,0,dos_o_mas_profesionales_0,texto,
A27,B,G,Un profesional y un Técnico en Enfermería,0,un_profesional_y_un_tecnico_en_enfermeria_0,texto,
A27,B,H,Técnico en Enfermería,0,tecnico_en_enfermeria_0,entero,
A27,B,I,Facilitador/a Intercultural Pueblos Originarios,0,facilitador_a_intercultural_pueblos_originarios_0,entero,
A27,B,CK,,0,0,entero,
A27,C,A,TEMAS,Autocuidado según patología,temas_autocuidado_segun_patologia,entero,
A27,C,D,Total de sesiones,0,total_de_sesiones_0,entero,
A27,D,A,TIPO DE TALLER,,tipo_de_taller,texto,
A27,D,D,Nº de sesiones,,no_de_sesiones,entero,
A27,D,E,N° de sesiones según Modalidad,Presencial  Espacios comunitarios,ndeg_de_sesiones_segun_modalidad_presencial_espacios_comunitari,entero,
A27,D,F,,Presencial Domicilio,ndeg_de_sesiones_segun_modalidad_presencial_domicilio,entero,
A27,D,G,,Remota,ndeg_de_sesiones_segun_modalidad_remota,entero,
A27,D,H,Nº de Participantes,,no_de_participantes,entero,
A27,E,A,TALLER,,taller,entero,
A27,E,D,Nº de sesiones,,no_de_sesiones,entero,
A27,E,E,Nº de Participantes,,no_de_participantes,entero,
A27,E,F,"Madre, padre o cuidador de:",Menores de 1 año,madre_padre_o_cuidador_de_menores_de_1_ano,entero,
A27,E,G,,Niños 12 - 23 meses,madre_padre_o_cuidador_de_ninos_12_23_meses,entero,
A27,E,H,RANGO ETARIO,Menor de 2 años,rango_etario_menor_de_2_anos,entero,
A27,E,I,,2 - 4 años,rango_etario_2_4_anos,entero,
A27,E,J,,5 - 9 años,rango_etario_5_9_anos,entero,
A27,E,K,,10 - 14 años,rango_etario_10_14_anos,entero,
A27,E,L,,15 - 19 años,rango_etario_15_19_anos,entero,
A27,E,M,,20 - 24 años,rango_etario_20_24_anos,entero,
A27,E,N,,25 - 29 años,rango_etario_25_29_anos,entero,
A27,E,O,,30 - 34 años,rango_etario_30_34_anos,entero,
A27,E,P,,35 - 39 años,rango_etario_35_39_anos,entero,
A27,E,Q,,40 - 44 años,rango_etario_40_44_anos,entero,
A27,E,R,,45 - 49 años,rango_etario_45_49_anos,entero,
A27,E,S,,50 - 54 años,rango_etario_50_54_anos,entero,
A27,E,T,,55 - 59 años,rango_etario_55_59_anos,entero,
A27,E,U,,60 - 64 años,rango_etario_60_64_anos,entero,
A27,E,V,Gestantes,,gestantes,entero,
A27,E,W,Post Parto,,post_parto,entero,
A27,F,A,TIPO DE INTERVENCIÓN,,tipo_de_intervencion,texto,
A27,F,D,Nº de intervenciones,,no_de_intervenciones,entero,
A27,F,E,RANGO ETARIO,10-14 años,rango_etario_10_14_anos,entero,
A27,F,F,,15-19 años,rango_etario_15_19_anos,entero,
A27,F,G,,20-24 años,rango_etario_20_24_anos,entero,
A27,F,H,,25-44 años,rango_etario_25_44_anos,entero,
A27,F,I,,45-64 años,rango_etario_45_64_anos,entero,
A27,F,J,,65 o más años,rango_etario_65_o_mas_anos,entero,
A27,F,K,SEXO,Hombres,sexo_hombres,entero,
A27,F,L,,Mujeres,sexo_mujeres,entero,
A27,G,A,CONCEPTO,Taller Nadie es Perfecto (PASMI),concepto_taller_nadie_es_perfecto_pasmi,entero,
A27,G,B,"Total de Padres, Madres o Cuidadores de 5 a 9 años",0,total_de_padres_madres_o_cuidadores_de_5_a_9_anos_0,entero,
A27,G,C,Total de talleres,0,total_de_talleres_0,entero,
A27,G,D,Total de sesiones,0,total_de_sesiones_0,entero,
A27,H,A,CONCEPTO,,concepto,entero,
A27,H,B,POR TIPO DE ORGANIZACIÓN,N° Total de Organizaciones,por_tipo_de_organizacion_ndeg_total_de_organizaciones,texto,
A27,H,C,,Clubes de Adultos Mayores,por_tipo_de_organizacion_clubes_de_adultos_mayores,entero,
A27,H,D,,Centros de Madres,por_tipo_de_organizacion_centros_de_madres,entero,
A27,H,E,,Clubes Deportivos,por_tipo_de_organizacion_clubes_deportivos,entero,
A27,H,F,,Uniones Comunales de Adultos Mayores,por_tipo_de_organizacion_uniones_comunales_de_adultos_mayores,texto,
A27,H,G,,Junta de Vecinos,por_tipo_de_organizacion_junta_de_vecinos,entero,
A27,H,H,,Organizaciones Informales,por_tipo_de_organizacion_organizaciones_informales,entero,
A27,H,I,,Otras organizaciones Formales,por_tipo_de_organizacion_otras_organizaciones_formales,entero,
A27,I,A,CONCEPTO,,concepto,entero,
A27,I,B,N° Total de Servicios,,ndeg_total_de_servicios,texto,
A27,I,C,POR TIPO DE SERVICIO,Unidad Municipal de Personas Mayores,por_tipo_de_servicio_unidad_municipal_de_personas_mayores,texto,
A27,I,D,,Unidad Municipal de Atención Social,por_tipo_de_servicio_unidad_municipal_de_atencion_social,entero,
A27,I,E,,Unidad Municipal de Deportes,por_tipo_de_servicio_unidad_municipal_de_deportes,entero,
A27,I,F,,Unidad Municipal Turismo,por_tipo_de_servicio_unidad_municipal_turismo,entero,
A27,I,G,,Unidad Municipal Educación,por_tipo_de_servicio_unidad_municipal_educacion,entero,
A27,I,H,,Biblioteca Municipal,por_tipo_de_servicio_biblioteca_municipal,entero,
A27,I,I,,Unidad Cultural Municipal,por_tipo_de_servicio_unidad_cultural_municipal,entero,
A27,I,J,,Otras Unidades Municipales,por_tipo_de_servicio_otras_unidades_municipales,entero,
A27,I,K,,Escuelas o Colegios,por_tipo_de_servicio_escuelas_o_colegios,entero,
A27,I,L,,Universidades,por_tipo_de_servicio_universidades,entero,
A27,I,M,,Otras Unidades externas al Municipio,por_tipo_de_servicio_otras_unidades_externas_al_municipio,entero,
A27,J,A,CONCEPTO,,concepto,entero,
A27,J,B,Nº de talleres,,no_de_talleres,entero,
A27,J,C,RANGO ETARIO,De 0 a 29 días,rango_etario_de_0_a_29_dias,entero,
